id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
13810749,Rental unit in Barcelona · ★4.73 · 2 bedrooms · 3 beds · 0 baths,43565515,Homes In Blue,Eixample,la Dreta de l'Eixample,41.3932,2.1602,Entire home/apt,204,1,22,2023-11-16,0.33,36,310,7,HUTB-004584
13555213,Rental unit in Barcelona · ★4.43 · 1 bedroom · 1 bed · Half-bath,5843487,Rosario/Diana,Sarrià-Sant Gervasi,les Tres Torres,41.39303,2.1302,Entire home/apt,113,1,88,2023-11-22,0.97,15,252,18,HUTB-008406
13811701,Rental unit in Barcelona · ★4.90 · 2 bedrooms · 2 beds · 1 bath,43565515,Homes In Blue,Eixample,la Dreta de l'Eixample,41.3933,2.16012,Entire home/apt,119,1,10,2023-11-08,0.12,36,178,4,Exempt
13572100,Rental unit in Barcelona · ★4.49 · 1 bedroom · 1 bed · 1 private bath,55329491,Sofia,Ciutat Vella,el Raval,41.378,2.17568,Private room,37,32,215,2023-11-02,2.38,2,200,7,
13572127,Rental unit in Barcelona · ★4.71 · 3 bedrooms · 4 beds · 2 baths,7700549,Frederick,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40737,2.16626,Entire home/apt,230,3,119,2023-10-29,1.56,3,112,33,HUTB-146576
13811835,Rental unit in Barcelona · ★4.80 · 3 bedrooms · 4 beds · 0 baths,43565515,Homes In Blue,Eixample,la Dreta de l'Eixample,41.3933,2.16012,Entire home/apt,325,1,140,2023-11-26,1.74,36,233,49,HUTB-425989
13817411,Place to stay in Barcelona · ★4.22 · 1 bedroom · 1 bed · 1 bath,8936234,Aros,Sants-Montjuïc,el Poble Sec,41.37208034754408,2.167739186786541,Entire home/apt,31,31,9,2022-05-23,0.10,1,38,0,Exempt
13818081,Rental unit in Barcelona · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,57016949,Riccardo,Gràcia,la Vila de Gràcia,41.40517,2.15272,Private room,,1,21,2017-09-28,0.23,1,0,0,
13818886,Rental unit in Barcelona · 1 bedroom · 1 bed · 1 private bath,81403441,Maria Pilar,Eixample,la Nova Esquerra de l'Eixample,41.38226,2.15778,Private room,,2,1,2016-08-20,0.01,1,0,0,
13578240,Townhouse in Barcelona · 1 bedroom · 1 bed · 1 bath,78350239,Celso,Horta-Guinardó,la Vall d'Hebron,41.4251,2.1483,Private room,,32,1,2018-01-01,0.01,1,0,0,
13820217,Rental unit in Barcelona · ★5.0 · 3 bedrooms · 5 beds · 2 baths,43565515,Homes In Blue,Eixample,la Dreta de l'Eixample,41.3933,2.16012,Entire home/apt,130,1,3,2023-08-19,0.11,36,304,1,Exempt
13589442,Rental unit in Barcelona · ★3.75 · 1 bedroom · 1 bed · 1 shared bath,77763763,Víctor Hugo,Horta-Guinardó,el Guinardó,41.42197,2.1793,Private room,,1,4,2016-08-24,0.04,1,0,0,
13820340,Rental unit in Barcelona · ★4.67 · 1 bedroom · 1 bed · 2 shared baths,29020650,Hector,Les Corts,les Corts,41.38526,2.13747,Private room,,1,3,2017-06-19,0.03,1,0,0,
13820882,Rental unit in Barcelona · ★4.75 · 3 bedrooms · 5 beds · 2 baths,43565515,Homes In Blue,Eixample,la Dreta de l'Eixample,41.3933,2.16012,Entire home/apt,129,1,4,2023-11-26,0.05,36,274,1,Exempt
13590196,Rental unit in Barcelona · ★4.75 · 1 bedroom · 1 bed · 2 shared baths,6976046,Albert,Eixample,la Dreta de l'Eixample,41.39178,2.17118,Private room,59,2,8,2023-07-07,0.22,5,325,3,
13820948,Rental unit in Barcelona · ★5.0 · Studio · 1 bed · 1 bath,8876390,Enric & Packo,Ciutat Vella,el Raval,41.37848,2.16367,Entire home/apt,46,100,3,2019-09-30,0.04,6,284,0,
13821587,Home in Barcelona · 3 bedrooms · 5 beds · 2.5 baths,28212365,Maite,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,41.40469,2.20978,Entire home/apt,,30,0,,,1,0,0,
13824037,Rental unit in Barcelona · ★4.84 · 4 bedrooms · 6 beds · 0 baths,43565515,Homes In Blue,Eixample,la Dreta de l'Eixample,41.3933,2.16012,Entire home/apt,413,1,108,2023-11-13,1.22,36,288,44,HUTB-004258
13824615,Rental unit in Barcelona · ★4.83 · 6 bedrooms · 10 beds · 4 baths,43565515,Homes In Blue,Eixample,la Dreta de l'Eixample,41.3932,2.1602,Entire home/apt,259,1,6,2023-07-13,0.12,36,195,1,Exempt
13596241,Rental unit in Barcelona · 1 bedroom · 1 bed · 1 bath,78587747,Eva,Eixample,la Dreta de l'Eixample,41.39107,2.17792,Private room,,3,0,,,1,0,0,
13824811,Rental unit in Barcelona · 1 bedroom · 1 bed · 1 bath,3036204,Evi,Sants-Montjuïc,el Poble Sec,41.37301,2.1669,Private room,,1,0,,,1,0,0,
13833685,Rental unit in Barcelona · ★4.96 · 2 bedrooms · 2 beds · 2.5 baths,81593951,Luis,Eixample,la Dreta de l'Eixample,41.39266,2.16538,Entire home/apt,370,4,99,2023-11-20,1.10,1,222,26,HUTB-009589
13598779,Rental unit in Barcelona · 1 bedroom · 1 bed · 2 baths,25633867,Martin,Eixample,l'Antiga Esquerra de l'Eixample,41.38686,2.15426,Private room,,1,2,2016-06-26,0.02,1,0,0,
13834520,Rental unit in Barcelona · ★4.67 · 1 bedroom · 1 bed · 1.5 shared baths,154720,Armine,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38487,2.1816,Private room,,40,6,2020-01-01,0.07,1,0,0,
13835041,Rental unit in Barcelona · ★4.56 · 3 bedrooms · 4 beds · 2 baths,1260560,Ralph,Eixample,la Nova Esquerra de l'Eixample,41.3825,2.15509,Entire home/apt,90,32,117,2022-04-10,1.31,4,1,0,HUTB-011011
13836248,Condo in Barcelona · 1 bedroom · 1 bed · 1 bath,81620048,Ático,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.4103,2.15889,Private room,,3,0,,,1,0,0,
13603686,Rental unit in Barcelona · 1 bedroom · 1 bed · 1.5 baths,70671771,Arianna,Sants-Montjuïc,Sants - Badal,41.37747,2.12646,Private room,,1,0,,,2,0,0,
13840632,Rental unit in Barcelona · ★4.36 · 1 bedroom · 2 beds · 1 shared bath,81670000,Maribel,Gràcia,Vallcarca i els Penitents,41.41673,2.13615,Private room,31,1,14,2022-09-25,0.16,1,0,0,
13840669,Rental unit in Barcelona · 1 bedroom · 1 bed · 1 shared bath,60213024,Neus,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40255,2.16527,Private room,,1,0,,,1,0,0,
13844132,Rental unit in Barcelona · ★4.79 · 1 bedroom · 1 bed · 2 shared baths,81711867,Uxue,Ciutat Vella,el Raval,41.37752,2.17272,Private room,,3,14,2016-10-04,0.16,1,0,0,
13609188,Rental unit in Barcelona · ★4.69 · 1 bedroom · 1 bed · 1 bath,78764125,Svitlana,Eixample,la Sagrada Família,41.40485,2.17653,Private room,,1,16,2018-06-04,0.18,1,0,0,
13850656,Rental unit in Barcelona · 1 bedroom · 1 bed · 1 shared bath,81795694,Rosa,Eixample,la Nova Esquerra de l'Eixample,41.38377,2.14581,Private room,,1,0,,,1,0,0,
13853803,Rental unit in Barcelona · ★4.88 · 1 bedroom · 1 bed · 1 bath,75620994,Sabrina,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.3821,2.18206,Entire home/apt,74,31,24,2023-08-18,0.27,15,365,5,
13612109,Rental unit in Barcelona · ★4.79 · 1 bedroom · 1 bed · 1 bath,9207383,Matteo,Eixample,Sant Antoni,41.38035,2.16134,Private room,,3,52,2021-07-27,0.57,1,0,0,
13856102,Rental unit in Barcelona · ★4.77 · 2 bedrooms · 2 beds · 1 bath,81852076,Emilia,Gràcia,la Vila de Gràcia,41.4015,2.15789,Entire home/apt,90,3,180,2023-12-09,2.07,1,282,36,HUTB-006945
13858043,Rental unit in Barcelona · ★4.68 · 4 bedrooms · 5 beds · 1.5 baths,22635556,Borja,Horta-Guinardó,el Guinardó,41.4243,2.1726,Entire home/apt,94,3,128,2023-12-03,1.42,1,0,39,HUTB-011106
13617893,Rental unit in Barcelona · 1 bedroom · 1 bed · 1 bath,78852370,Estela,Sant Martí,el Clot,41.4149,2.19085,Private room,,2,0,,,1,0,0,
13860411,Rental unit in Barcelona · ★4.74 · 1 bedroom · 1 bed · 1.5 shared baths,77238486,Carola,Gràcia,la Vila de Gràcia,41.40121,2.15432,Private room,,1,43,2019-12-26,0.51,1,0,0,
13618506,Rental unit in Barcelona · ★4.39 · 1 bedroom · 1 bed · 1 shared bath,14240405,Montse,Gràcia,la Vila de Gràcia,41.40406,2.15794,Private room,,1,38,2017-08-30,0.42,1,0,0,
13864187,Rental unit in Barcelona · ★4.83 · 1 bedroom · 1 bed · 1 bath,11426239,Dolors & Enric,Horta-Guinardó,el Baix Guinardó,41.41131,2.16708,Entire home/apt,62,32,69,2023-11-24,0.77,3,167,3,
13872487,Rental unit in Barcelona · 1 bedroom · 1 bed · 1 shared bath,15568419,Anna,Sants-Montjuïc,el Poble Sec,41.37178,2.16421,Private room,,1,2,2017-11-13,0.02,1,0,0,
13622174,Rental unit in Barcelona · ★4.83 · 2 bedrooms · 1 bed · 1 shared bath,3129754,Frank,Sarrià-Sant Gervasi,el Putxet i el Farró,41.40226,2.14693,Private room,29,32,18,2019-09-12,0.20,1,186,0,
13872506,Rental unit in Barcelona · 1 bedroom · 1 bed · 1 bath,21799221,Melanie,Ciutat Vella,el Barri Gòtic,41.38152,2.18122,Private room,,6,1,2016-07-22,0.01,1,0,0,
13873341,Rental unit in Barcelona · 1 bedroom · 1 bed · 1 bath,53444312,Guido,Eixample,la Sagrada Família,41.40244,2.17759,Private room,,1,1,2016-08-16,0.01,1,0,0,
13624027,Home in Barcelona · 2 bedrooms · 1 bed · 1 private bath,78934832,Mary,Eixample,l'Antiga Esquerra de l'Eixample,41.39212,2.15232,Private room,180,1,1,2016-08-14,0.01,1,0,0,
13876657,Rental unit in Barcelona · ★4.76 · 1 bedroom · 1 bed · 1 bath,81954608,Laura,Sant Martí,el Clot,41.40969,2.18779,Private room,26,31,262,2022-10-14,2.90,1,71,0,
13628415,Rental unit in Barcelona · ★4.71 · 2 bedrooms · 3 beds · 2 baths,7700549,Frederick,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40754,2.16666,Entire home/apt,200,3,126,2023-11-04,1.43,3,0,31,HUTB-146680
13877186,Rental unit in Barcelona · 1 bedroom · 1 bed · 1 bath,82101586,Jonny,Eixample,la Nova Esquerra de l'Eixample,41.38286,2.14333,Private room,,4,0,,,1,0,0,
13631689,Rental unit in Barcelona · ★4.33 · 1 bedroom · 1 bed · 1 shared bath,32516014,Nacho,Sants-Montjuïc,el Poble Sec,41.37247,2.16409,Private room,,3,3,2016-08-06,0.03,1,0,0,
13879473,Rental unit in Barcelona · 1 bedroom · 1 bed · 1 shared bath,44184956,Alejandro,Sant Martí,el Poblenou,41.40501,2.19456,Private room,,1,0,,,1,0,0,
13639630,Rental unit in Barcelona · ★4.83 · 2 bedrooms · 3 beds · 1 bath,5843487,Rosario/Diana,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.39713,2.13353,Entire home/apt,115,31,24,2023-09-08,0.27,15,221,2,
13893057,Rental unit in Barcelona · ★4.68 · 2 bedrooms · 4 beds · 1 bath,3744544,Marta+Paul,Gràcia,la Vila de Gràcia,41.40675,2.15663,Entire home/apt,73,3,126,2023-11-30,1.45,35,361,36,hutb-006305
13640268,Rental unit in Barcelona · 1 bedroom · 1 bed · 1.5 baths,70671771,Arianna,Les Corts,la Maternitat i Sant Ramon,41.37608,2.1229,Private room,,1,1,2016-06-25,0.01,2,0,0,
13893522,Rental unit in Barcelona · ★4.68 · 1 bedroom · 3 beds · 1 bath,3744544,Marta+Paul,Gràcia,la Vila de Gràcia,41.40845,2.15659,Entire home/apt,77,3,155,2023-12-09,1.77,35,355,44,hutb-006304
13640417,Rental unit in Barcelona · 1 bedroom · 1 bed · 1 bath,79135086,Catalina,Eixample,l'Antiga Esquerra de l'Eixample,41.39187,2.15734,Private room,,1,0,,,1,0,0,
13894687,Rental unit in Barcelona · ★4.73 · 2 bedrooms · 4 beds · 1 bath,3744544,Marta+Paul,Gràcia,la Vila de Gràcia,41.40679,2.15645,Entire home/apt,81,3,124,2023-11-30,1.42,35,336,39,hutb-006306
13647725,Rental unit in Barcelona · ★4.78 · 1 bedroom · 2 beds · 1 bath,1163636,Freddy & Alejandro,Ciutat Vella,la Barceloneta,41.37961961438324,2.1868110737024735,Entire home/apt,,31,40,2023-09-17,0.45,2,0,6,
13894945,Rental unit in Barcelona · ★4.57 · 1 bedroom · 3 beds · 1 bath,3744544,Marta+Paul,Gràcia,la Vila de Gràcia,41.40649,2.15791,Entire home/apt,70,3,135,2023-11-20,1.51,35,0,34,hutb-006303
13648379,Rental unit in Barcelona · 1 bedroom · 1 bed · 2 shared baths,69328474,Elizabeth,Eixample,Sant Antoni,41.37761,2.16367,Private room,,1,0,,,3,0,0,
13648568,Rental unit in Barcelona · ★4.89 · 1 bedroom · 2 beds · 1 bath,75620994,Sabrina,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38128,2.1835,Entire home/apt,50,32,18,2023-09-25,0.20,15,334,3,
13651387,Rental unit in Barcelona · ★4.79 · 5 bedrooms · 7 beds · 3.5 baths,43565515,Homes In Blue,Eixample,la Dreta de l'Eixample,41.394001,2.16193,Entire home/apt,534,1,121,2023-11-26,1.38,36,238,51,HUTB-004828
13653990,Rental unit in Barcelona · ★4.90 · 1 bedroom · 1 bed · 1 private bath,79302770,Mónica,Sant Martí,el Camp de l'Arpa del Clot,41.40945,2.18581,Private room,,3,97,2020-01-26,1.17,1,0,0,Exempt
13905258,Rental unit in Barcelona · ★4.75 · 1 bedroom · 2 beds · 1 shared bath,11734911,Virginia,Gràcia,la Vila de Gràcia,41.40014,2.15394,Private room,,4,4,2017-03-02,0.04,1,0,0,
13654009,Rental unit in Barcelona · 1 bedroom · 3 beds · 1 shared bath,79303584,Marta,Sant Martí,el Clot,41.40795,2.189,Private room,,1,0,,,1,0,0,
13654301,Rental unit in Barcelona · ★4.59 · 1 bedroom · 1 bed · 1 private bath,79306296,Mariela,Eixample,l'Antiga Esquerra de l'Eixample,41.38597,2.1585,Private room,,1,22,2017-07-11,0.24,1,0,0,
13661099,Rental unit in Barcelona · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,65888875,Raffaello,Gràcia,la Vila de Gràcia,41.40468,2.15945,Private room,,1,3,2016-10-31,0.03,1,0,0,
13662290,Rental unit in Barcelona · ★4.75 · 4 bedrooms · 5 beds · 2 baths,43565515,Homes In Blue,Eixample,la Dreta de l'Eixample,41.3932,2.1602,Entire home/apt,413,1,75,2023-11-25,0.86,36,294,25,HUTB-004256
13911601,Rental unit in Barcelona · ★4.58 · 1 bedroom · 1 bed · 1 shared bath,82517903,Viviane,Sant Andreu,la Sagrera,41.42277,2.18672,Private room,49,7,12,2023-09-25,0.14,1,225,7,
13663120,Rental unit in Barcelona · ★4.86 · 4 bedrooms · 6 beds · 3 baths,43565515,Homes In Blue,Eixample,la Dreta de l'Eixample,41.3933,2.16012,Entire home/apt,413,1,87,2023-11-05,1.28,36,279,41,HUTB-003307
13663333,Rental unit in Barcelona · ★3.67 · 2 bedrooms · 3 beds · 2 baths,43565515,Homes In Blue,Eixample,la Dreta de l'Eixample,41.3933,2.16012,Entire home/apt,119,1,3,2023-04-01,0.03,36,148,1,Exempt
13663612,Rental unit in Barcelona · 1 bedroom · 1 bed · 1 bath,79432430,Jenni,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38862,2.17548,Private room,,3,0,,,1,0,0,
13664910,Rental unit in Barcelona · ★4.33 · 3 bedrooms · 5 beds · 2 baths,43565515,Homes In Blue,Eixample,la Dreta de l'Eixample,41.3932,2.1602,Entire home/apt,325,1,6,2023-06-05,0.07,36,292,1,HUTB-009886
13913088,Rental unit in Barcelona · ★4.77 · 1 bedroom · 1 bed · 1 bath,4321127,Yannick,Ciutat Vella,el Raval,41.38213,2.16624,Entire home/apt,89,31,66,2022-12-03,0.74,1,353,0,Exempt
13665914,Rental unit in Barcelona · ★4.91 · 1 bedroom · 1 bed · 1 shared bath,79456732,Gabriel,Sant Martí,la Verneda i la Pau,41.42314,2.19784,Private room,,3,22,2018-08-23,0.25,1,0,0,
13666612,Rental unit in Barcelona · ★4.66 · 2 bedrooms · 3 beds · 0 baths,43565515,Homes In Blue,Eixample,la Dreta de l'Eixample,41.3932,2.1602,Entire home/apt,225,1,61,2023-11-06,0.89,36,345,18,HUTB-003324
13666853,Rental unit in Barcelona · ★4.67 · 1 bedroom · 1 bed · 2 shared baths,9328974,Jonathan,Eixample,Sant Antoni,41.3801,2.15987,Private room,,2,9,2018-09-26,0.10,1,0,0,
13918960,Rental unit in Barcelona · Studio · 3 beds · 1 bath,82620250,Alfredo,Ciutat Vella,el Raval,41.38059,2.1696,Entire home/apt,50,31,2,2017-06-28,0.02,3,0,0,Exempt
13666883,Rental unit in Barcelona · ★4.80 · 6 bedrooms · 10 beds · 0 baths,43565515,Homes In Blue,Eixample,la Dreta de l'Eixample,41.3932,2.1602,Entire home/apt,534,1,156,2023-12-03,1.80,36,0,59,HUTB-009074
13669275,Rental unit in Barcelona · 1 bedroom · 1 bed · 1 shared bath,31635864,Marián,Ciutat Vella,el Raval,41.38546,2.16778,Private room,,2,2,2016-08-11,0.02,1,0,0,
13926967,Boat in Barcelona  · ★4.21 · 3 bedrooms · 6 beds · Shared half-bath,75341644,Barcelona,Sant Martí,el Besòs i el Maresme,41.40540325425598,2.222599733766447,Private room,83,2,28,2023-08-18,0.31,1,351,9,
13669493,Rental unit in Barcelona · ★4.69 · 1 bedroom · 1 bed · 2 shared baths,79500346,Andrea,Eixample,la Dreta de l'Eixample,41.39576,2.17663,Private room,18,35,16,2023-11-04,0.20,8,147,4,Exempt
13932921,Rental unit in Barcelona · 1 bedroom · 1 bed · 1 shared bath,20118968,Olivia,Sants-Montjuïc,el Poble Sec,41.37282,2.16627,Private room,,2,0,,,1,0,0,
13679748,Rental unit in Barcelona · ★4.14 · 2 bedrooms · 1 bed · 1 shared bath,16076500,Ximena,Sants-Montjuïc,el Poble Sec,41.3739,2.16465,Private room,,3,7,2019-08-28,0.08,1,0,0,
13948154,Rental unit in Barcelona · ★4.75 · 1 bedroom · 2 beds · 1 bath,1853705,Yolanda,Eixample,Sant Antoni,41.37838,2.16145,Entire home/apt,40,32,12,2022-11-15,0.13,1,22,0,
13683831,Home in Barcelona · 1 bedroom · 3 beds · 1 bath,79467759,Vicens,Sants-Montjuïc,Sants,41.38013,2.13732,Private room,,3,0,,,1,0,0,
13948483,Rental unit in Barcelona · ★4.87 · 1 bedroom · 1 bed · 1 bath,42051443,Ale,Gràcia,la Vila de Gràcia,41.3998,2.16146,Private room,,2,39,2018-11-23,0.43,1,0,0,
13949490,Rental unit in Barcelona · 2 bedrooms · 2 beds · 1 private bath,35086325,Fabio,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40494,2.16756,Private room,,32,0,,,1,0,0,
13684797,Rental unit in Barcelona · ★4.97 · 1 bedroom · 1 bed · 1 shared bath,2430039,Audrey,Gràcia,la Vila de Gràcia,41.40059,2.15629,Private room,,2,31,2020-02-16,0.34,1,0,0,
13966456,Home in Barcelona · ★4.33 · 1 bedroom · 1 bed · 2 shared baths,4093742,Alex,Gràcia,la Vila de Gràcia,41.40394,2.15134,Shared room,,3,3,2017-08-22,0.03,1,0,0,
14352069,Rental unit in Barcelona · ★4.75 · 1 bedroom · 2 beds · 1 bath,85283418,Jordi,Sant Martí,el Poblenou,41.40369,2.20317,Entire home/apt,102,4,216,2023-11-19,2.41,4,154,47,HUTB-009334
13966494,Rental unit in Barcelona · 1 bedroom · 1 bed · 1 private bath,25531488,Typhanie,Ciutat Vella,el Raval,41.37566,2.1675,Private room,,3,2,2017-06-01,0.02,1,0,0,
13967114,Rental unit in Barcelona · 1 bedroom · 1 bed · 1 private bath,5220741,David,Sants-Montjuïc,la Bordeta,41.36787558044548,2.135612816969279,Private room,,99,0,,,1,0,0,
14365234,Rental unit in Barcelona · 1 bedroom · 1 bed · 1.5 shared baths,36607755,Room Housing,Sant Martí,el Parc i la Llacuna del Poblenou,41.39173,2.18663,Private room,32,32,0,,,136,365,0,
14365617,Rental unit in Barcelona · 1 bedroom · 1 bed · 1.5 shared baths,36607755,Room Housing,Sant Martí,el Parc i la Llacuna del Poblenou,41.39142,2.18643,Private room,32,32,0,,,136,365,0,
14366973,Rental unit in Barcelona · ★4.52 · 1 bedroom · 1 bed · 1 shared bath,12771207,Luke,Sant Martí,el Poblenou,41.39827,2.20213,Private room,47,30,89,2023-10-18,1.02,1,178,3,Exempt
14369495,Rental unit in Barcelona · ★4.50 · 3 bedrooms · 4 beds · 1 bath,7772486,Pedro,Eixample,la Sagrada Família,41.40258,2.18118,Entire home/apt,149,14,14,2023-11-03,0.53,2,178,6,HUTB-007508
13969432,Rental unit in Barcelona · ★5.0 · 1 bedroom · 2 beds · 1 bath,83279536,Rosandra,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38248,2.18292,Entire home/apt,55,32,6,2023-07-15,0.07,1,316,3,
13972983,Rental unit in Barcelona · 1 bedroom · 1 bed · 1 bath,32335069,Adria,Eixample,la Nova Esquerra de l'Eixample,41.38603,2.14282,Private room,49,900,0,,,1,89,0,
14371490,Rental unit in Barcelona · ★4.38 · 1 bedroom · 2 beds · 1 bath,75620994,Sabrina,Ciutat Vella,el Barri Gòtic,41.38179,2.18048,Entire home/apt,50,32,13,2023-05-31,0.15,15,365,2,
14378795,Rental unit in Barcelona · ★4.39 · 1 bedroom · 1 bed · 1 shared bath,56503135,Flor,Ciutat Vella,el Barri Gòtic,41.38127,2.17378,Private room,55,2,278,2023-11-20,3.11,2,172,59,
13977576,Rental unit in Barcelona · 1 bedroom · 1 bed · 1 bath,64903899,Carolina,Sants-Montjuïc,Hostafrancs,41.37254,2.14485,Private room,,1,0,,,1,0,0,
14379840,Rental unit in Barcelona · 1 bedroom · 1 bed · 2 baths,11361759,Javier,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,41.40625,2.21345,Private room,,4,0,,,1,0,0,
13979120,Rental unit in Barcelona · 1 bedroom · 2 beds · 1 bath,71922291,Daria,Ciutat Vella,la Barceloneta,41.37885,2.19084,Entire home/apt,46,32,1,2023-10-01,0.41,1,291,1,
14396580,Rental unit in Barcelona · 1 bedroom · 1 bed · 1.5 shared baths,36607755,Room Housing,Sant Martí,el Parc i la Llacuna del Poblenou,41.39177,2.18653,Private room,32,32,0,,,136,365,0,
14397132,Rental unit in Barcelona · ★4.33 · 1 bedroom · 1 bed · 1 shared bath,56503135,Flor,Ciutat Vella,el Barri Gòtic,41.38154,2.17436,Private room,60,2,261,2023-11-26,2.92,2,271,46,
13982721,Rental unit in Barcelona · 1 bedroom · 1 bed · 1 private bath,83439249,Jurek,Nou Barris,Porta,41.43275,2.17431,Private room,,4,0,,,1,0,0,
14399845,Rental unit in Barcelona · ★4.92 · 1 bedroom · 2 beds · 1 bath,972867,Michael,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.388821,2.179228,Entire home/apt,65,32,37,2023-10-02,0.42,2,237,6,Exempt
13983890,Rental unit in Barcelona · 1 bedroom · 1 bed · 1 bath,79003823,Felix,Gràcia,la Vila de Gràcia,41.40564,2.15532,Private room,,3,0,,,1,0,0,
14403984,Rental unit in Barcelona · ★4.67 · 1 bedroom · 1 bed · 3 baths,2707104,Ruben Gonzalez,Les Corts,Pedralbes,41.38559,2.10653,Private room,,2,6,2017-06-25,0.07,1,0,0,
13984949,Rental unit in Barcelona · ★4.57 · 1 bedroom · 1 bed · 1.5 shared baths,41595150,Natalia,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38451,2.18236,Private room,30,9,61,2019-05-16,0.68,1,0,0,Exempt
14412773,Rental unit in Barcelona · 1 bedroom · 2 beds · 1 shared bath,88465976,Damian,Sants-Montjuïc,Sants,41.37494,2.13818,Private room,,1,1,2017-04-30,0.01,1,0,0,
13991325,Rental unit in Barcelona · 1 bedroom · 1 bed · 1 shared bath,83532802,Vanesa,Eixample,la Nova Esquerra de l'Eixample,41.382,2.15839,Private room,,7,1,2016-09-29,0.01,1,0,0,
14425781,Loft in Barcelona · ★4.69 · 1 bedroom · 3 beds · 1 bath,21472437,Benjamin,Eixample,Sant Antoni,41.38183,2.16143,Entire home/apt,81,4,291,2023-11-25,3.27,9,79,44,HUTB-005884
13992866,Rental unit in Barcelona · ★4.82 · 3 bedrooms · 3 beds · 1 bath,83548422,Marta,Eixample,Sant Antoni,41.37802,2.16066,Entire home/apt,84,32,11,2023-08-31,0.13,2,290,2,
13995903,Rental unit in Barcelona · ★4.61 · 1 bedroom · 1 bed · 1 shared bath,39642944,Norfa,Sant Martí,el Camp de l'Arpa del Clot,41.40836,2.18112,Private room,39,32,103,2023-11-30,1.15,2,179,1,
14434534,Rental unit in Barcelona · ★4.58 · 3 bedrooms · 5 beds · 2 baths,10380563,Tendency Apartments,Eixample,la Dreta de l'Eixample,41.39009,2.1647,Entire home/apt,140,1,180,2023-11-27,2.09,42,13,30,HUTB-003179
14435096,Rental unit in Barcelona · ★4.73 · 1 bedroom · 1 bed · 1.5 shared baths,88852747,Xavier,Eixample,la Dreta de l'Eixample,41.39101,2.17841,Private room,29,31,258,2023-08-10,2.89,4,171,10,
14001620,Rental unit in Barcelona · ★4.16 · 1 bedroom · 1 bed · 1.5 shared baths,61195991,Fiorela,Eixample,la Nova Esquerra de l'Eixample,41.38073,2.14363,Private room,60,1,19,2022-09-10,0.21,1,291,0,Exempt
14004632,Serviced apartment in Barcelona · ★4.60 · 2 bedrooms · 4 beds · 2 baths,5878688,Yaiza,Eixample,la Dreta de l'Eixample,41.39262,2.17423,Entire home/apt,176,2,223,2023-12-11,2.59,16,276,19,HUTB-004930
14006090,Serviced apartment in Barcelona · ★4.57 · 1 bedroom · 3 beds · 1 private bath,383697,Anna,Sants-Montjuïc,el Poble Sec,41.37246,2.16787,Hotel room,93,1,502,2023-11-29,5.61,9,0,212,HB-004584
14006318,Rental unit in Barcelona · ★4.65 · 1 bedroom · 1 bed · 2 shared baths,6976046,Albert,Eixample,el Fort Pienc,41.3971,2.18031,Private room,53,2,17,2023-09-15,0.30,5,360,9,
14435455,Rental unit in Barcelona · 1 bedroom · 1 bed · 1 private bath,88851138,Mayte,Ciutat Vella,el Raval,41.38052,2.16635,Private room,,4,0,,,1,0,0,
14436579,Rental unit in Barcelona · ★4.55 · 1 bedroom · 1 bed · 1.5 shared baths,88852747,Xavier,Eixample,la Dreta de l'Eixample,41.3913,2.17829,Private room,28,31,275,2023-09-05,3.08,4,104,15,
14439632,Rental unit in Barcelona · ★4.69 · 1 bedroom · 1 bed · 1.5 shared baths,88852747,Xavier,Eixample,el Fort Pienc,41.39254,2.17948,Private room,28,31,257,2023-11-10,2.89,4,114,9,
14011007,Rental unit in Barcelona · Studio · 2 beds · 1 shared bath,1224469,Cristina,Sant Martí,el Camp de l'Arpa del Clot,41.41306,2.18095,Private room,49,30,0,,,1,358,0,Exempt
14462759,Rental unit in Barcelona · ★4.81 · 2 bedrooms · 2 beds · 1 bath,89109224,Jirka,Ciutat Vella,la Barceloneta,41.3779,2.188,Entire home/apt,47,32,16,2023-11-19,0.24,13,63,4,Exempt
